Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Exp_Time,Exp_Current,Exp_Voltage,Exp_Temperature,Exp_Cell_Type
226.0,1964.28,638.3999999999069,3.986,3.471,4292.327999999281,5228.33,8868.19,882,6692.00000762939,20.036283,3.4987555,26.086639,Fresh
227.0,1962.11,636.7999999998137,3.986,3.472,4285.143999999855,5228.34,8832.67,881,6693.0,20.102465,3.4987054,26.105738,Fresh
228.0,1960.67,636.7999999998137,3.986,3.472,4280.313000000082,5228.31,8838.97,880,6694.0,20.056646,3.498405,26.235508,Fresh
229.0,1956.45,631.2000000001863,3.985,3.472,4274.233999999706,5228.23,8853.0,879,6695.0,20.097373,3.4982045,25.945425,Fresh
230.0,1957.31,628.780999999959,3.996,3.698,4207.311999999918,5180.0,8973.72,878,6696.0,20.058344,3.4981544,26.204967,Fresh
231.0,1958.56,630.0,3.983,3.782,4205.881000000052,5192.28,8865.38,877,6697.0,20.048162,3.4982045,26.082825,Fresh
232.0,1958.88,632.0,3.985,3.476,4274.344000000507,5228.34,8848.38,876,6698.00000762939,20.060041,3.4978037,25.968313,Fresh
233.0,1956.34,633.5999999996275,3.985,3.474,4274.375,5228.38,8824.03,875,6698.9999923706,20.075313,3.4977036,26.04847,Fresh
234.0,1953.16,632.0,3.984,3.474,4263.543000000529,5228.34,8820.72,874,6700.0,20.034586,3.4972527,25.98741,Fresh
235.0,1950.94,628.0,3.984,3.475,4256.344000000507,5192.34,8816.16,873,6701.0,20.090586,3.4977036,25.979757,Fresh
236.0,1948.09,626.4000000003725,3.984,3.475,4249.206000000238,5192.41,8833.28,872,6702.0,20.097373,3.4971025,25.899601,Fresh
237.0,1945.09,624.7999999998137,3.983,3.477,4238.343000000343,5192.34,8825.25,871,6703.0,20.07192,3.4968522,25.960684,Fresh
238.0,1942.91,626.0,3.983,3.494,4227.513000000268,5192.31,8801.62,870,6704.0,20.095678,3.4970024,26.07901,Fresh
239.0,1941.22,624.0,3.983,3.476,4226.317333333194,5156.31,8798.06,869,6705.0,20.012525,3.4966016,26.033211,Fresh
240.0,1939.5,623.2000000001863,3.983,3.477,4220.313000000082,5156.31,8807.06,868,6706.0,20.037979,3.496752,26.014112,Fresh
241.0,1937.84,620.0,3.983,3.478,4208.311999999918,5156.31,8828.75,867,6707.00000762939,20.053252,3.4960005,26.014112,Fresh
242.0,1935.19,622.0,3.982,3.478,4202.313000000082,5156.31,8817.16,866,6708.0,20.075313,3.4960506,26.113367,Fresh
243.0,1932.47,618.0,3.982,3.478,4196.406000000425,5156.41,8785.16,865,6709.0,20.060041,3.4959505,26.006483,Fresh
244.0,1930.16,618.0,3.982,3.478,4184.343999999575,5120.34,8769.22,864,6710.0,20.046465,3.4956498,26.231693,Fresh
245.0,1928.22,616.0,3.981,3.479,4178.281000000425,5120.28,8792.25,863,6711.0,20.031191,3.4953995,26.059914,Fresh
246.0,1926.53,616.7999999998137,3.981,3.479,4172.25,5120.25,8763.81,862,6712.0,20.112646,3.4948485,26.075195,Fresh
247.0,1925.66,616.7999999998137,3.981,3.48,4166.313000000082,5120.31,8789.81,861,6713.0,20.085496,3.4950988,26.029396,Fresh
248.0,1924.31,614.0,3.981,3.636,4128.0,5076.0,8727.56,860,6713.9999923706,20.061738,3.4951491,25.983572,Fresh
249.0,1923.0,615.2000000001863,3.98,3.48,4160.311999999918,5120.31,8762.28,859,6715.0,20.01592,3.4947484,25.94924,Fresh
250.0,1921.75,612.0,3.98,3.479,4154.343999999575,5084.34,8776.56,858,6716.0,20.004041,3.4946482,26.002668,Fresh
251.0,1920.31,613.5999999996275,3.98,3.479,4148.343999999575,5084.34,8788.78,857,6717.0,20.054951,3.4941974,26.185894,Fresh
252.0,1918.44,612.0,3.979,3.48,4141.112999999896,5084.31,8762.56,856,6718.0,20.065131,3.4945478,26.071381,Fresh
253.0,1909.44,604.7999999998137,3.978,3.48,4136.375,5084.38,8784.81,855,6719.0,20.070223,3.4936965,26.063751,Fresh
254.0,1911.75,604.813000000082,3.989,3.708,4046.375,5019.0,8932.31,854,6720.0,20.046465,3.4937966,26.075195,Fresh
255.0,1920.54,608.0,3.978,3.789,4054.752000001259,5012.35,8796.8,853,6721.0,20.065131,3.4937966,26.067566,Fresh
256.0,1918.21,606.0,3.978,3.484,4160.350999999791,5084.35,8775.1,852,6722.00000762939,20.075313,3.4932957,26.117182,Fresh
257.0,1915.55,606.4000000003725,3.978,3.484,4148.223999999464,5084.22,8747.46,851,6722.9999923706,20.026102,3.4929953,25.869083,Fresh
258.0,1913.02,604.0,3.978,3.484,4148.349000000395,5084.35,8759.94,850,6724.0,20.063434,3.4930453,26.136255,Fresh
259.0,1911.07,604.7999999998137,3.978,3.485,4136.320000000298,5084.32,8756.8,849,6725.0,20.037979,3.4925444,25.968313,Fresh
260.0,1908.54,602.0,3.978,3.485,4130.382000000216,5084.38,8731.68,848,6726.0,20.024404,3.4926445,25.960684,Fresh
261.0,1905.38,600.0,3.976,3.485,4119.427000000142,5048.23,8759.13,847,6727.0,20.039678,3.492394,26.075195,Fresh
262.0,1902.79,598.0,3.977,3.486,4112.389999999665,5048.39,8748.23,846,6728.0,20.007434,3.492444,26.250767,Fresh
263.0,1901.02,598.0,3.976,3.487,4100.319999999367,5048.32,8744.0,845,6728.9999923706,20.061738,3.4926946,26.166796,Fresh
264.0,1898.27,596.0,3.976,3.486,4094.25,5048.25,8737.88,844,6730.0,20.105859,3.4919434,26.120996,Fresh
265.0,1896.61,598.0,3.976,3.487,4083.5509999999776,5012.35,8716.61,843,6731.00000762939,20.002344,3.4916928,26.002668,Fresh
266.0,1894.62,594.4000000003725,3.976,3.487,4076.382000000216,5012.38,8684.38,842,6732.0,20.073617,3.4914424,26.216412,Fresh
267.0,1893.91,594.4000000003725,3.976,3.488,4076.2189999995753,5012.22,8726.56,841,6733.0,20.026102,3.4914925,26.182055,Fresh
268.0,1892.48,592.7999999998137,3.976,3.487,4069.112999999896,5012.31,8720.95,840,6734.0,19.997254,3.4910417,26.025581,Fresh
269.0,1890.62,594.0,3.975,3.488,4061.9599999999614,5012.36,8704.12,839,6735.0,20.029496,3.4907911,26.052284,Fresh
270.0,1890.01,591.2000000001863,3.975,3.487,4058.328000000678,5012.33,8748.39,838,6736.0,20.034586,3.4910417,26.124811,Fresh
271.0,1888.64,592.0,3.975,3.488,4052.311999999918,4976.31,8716.25,837,6737.00000762939,20.068525,3.4904406,25.834726,Fresh
272.0,1886.94,592.0,3.974,3.487,4047.527999999933,4976.33,8702.59,836,6737.9999923706,20.07192,3.4905908,26.067566,Fresh
273.0,1886.5,594.0,3.974,3.487,4040.25,4976.25,8716.06,835,6739.0,20.087193,3.4899898,25.94924,Fresh
274.0,1886.5,594.0,3.974,3.487,4040.3590000001714,4976.36,8726.19,834,6740.0,20.073617,3.4899397,26.014112,Fresh
275.0,1885.64,594.0,3.974,3.487,4040.327999999746,4976.33,8706.08,833,6741.0,20.043072,3.4898396,26.002668,Fresh
276.0,1873.23,582.0,3.973,3.487,4034.3600000003353,4976.36,8736.06,832,6742.0,20.075313,3.4891882,26.258396,Fresh
277.0,1867.69,580.0,3.969,3.493,3974.344000000506,4904.34,8739.05,831,6743.0,19.988768,3.4889379,26.143908,Fresh
278.0,1873.03,583.2189999995753,3.981,3.706,3920.343000000343,4893.01,8791.59,830,6744.0,20.049857,3.4892886,25.937771,Fresh
279.0,1888.44,593.5999999996275,3.973,3.79,3932.25,4904.25,8768.66,829,6745.0,20.053252,3.4889879,26.021742,Fresh
280.0,1887.72,595.2000000001863,3.974,3.488,4040.344000000506,4976.34,8750.31,828,6746.00000762939,20.061738,3.4888377,26.143908,Fresh
281.0,1885.66,595.2000000001863,3.975,3.488,4040.375,4976.38,8775.44,827,6747.0,20.087193,3.4886372,26.059914,Fresh
282.0,1881.75,593.5999999996275,3.974,3.488,4028.375,4976.38,8722.72,826,6748.0,20.097373,3.4886873,26.132441,Fresh
283.0,1879.66,590.0106666665524,3.974,3.489,4016.313000000082,4940.31,8771.66,825,6749.0,20.088889,3.487936,26.105738,Fresh
284.0,1877.72,589.0,3.975,3.49,4004.188000000082,4940.19,8765.19,824,6750.0,20.087193,3.4881363,26.052284,Fresh
285.0,1875.47,588.0,3.975,3.491,3998.375,4940.38,8744.94,823,6751.0,20.039678,3.4882367,26.056099,Fresh
286.0,1873.88,583.9680000003427,3.975,3.49,3989.94299999997,4940.34,8761.38,822,6752.0,19.993859,3.4875853,26.124811,Fresh
287.0,1872.0,586.0,3.975,3.491,3986.375,4940.38,8748.28,821,6752.9999923706,20.031191,3.4874852,26.204967,Fresh
288.0,1869.56,582.4000000003725,3.974,3.491,3980.311999999918,4904.31,8750.75,820,6754.0,20.017615,3.4870343,26.216412,Fresh
289.0,1867.25,583.7999999998137,3.974,3.492,3968.313000000082,4904.31,8726.31,819,6755.0,20.004041,3.487335,26.31185,Fresh
290.0,1865.66,583.2000000001863,3.973,3.493,3961.112999999896,4904.31,8742.69,818,6756.0,20.034586,3.4868841,26.101898,Fresh
291.0,1864.09,580.0,3.973,3.492,3956.375,4904.38,8725.69,817,6757.0,20.041375,3.4866838,25.968313,Fresh
292.0,1862.75,580.0,3.973,3.492,3950.313000000082,4904.31,8697.62,816,6758.0,20.075313,3.4865334,26.037025,Fresh
293.0,1860.78,579.5999999996275,3.973,3.492,3946.7120000002906,4868.31,8713.47,815,6759.0,20.063434,3.4861829,26.124811,Fresh
294.0,1859.38,578.0,3.973,3.493,3939.512000000104,4868.31,8695.19,814,6760.0,20.068525,3.4863832,26.07901,Fresh
295.0,1857.38,580.0,3.973,3.493,3932.375,4868.38,8655.66,813,6761.00000762939,20.09398,3.4859324,26.006483,Fresh
296.0,1855.84,576.0,3.973,3.494,3932.3439999995753,4868.34,8697.94,812,6761.9999923706,20.044768,3.4859324,26.07901,Fresh
297.0,1853.41,578.0,3.972,3.494,3925.143000000157,4868.34,8684.06,811,6763.0,20.0821,3.4857821,26.182055,Fresh
298.0,1848.0,574.4000000003725,3.971,3.494,3917.9119999995455,4868.31,8661.5,810,6764.0,20.102465,3.4852312,26.071381,Fresh
299.0,1847.53,570.0,3.971,3.495,3910.775000000373,4832.38,8684.41,809,6765.0,20.031191,3.4850309,26.063751,Fresh
300.0,1824.0,560.0,3.966,3.497,3889.112999999896,4832.38,8715.44,808,6766.0,20.029496,3.4849305,26.258396,Fresh
301.0,1830.06,560.0,3.964,3.501,3836.313000000082,4760.31,8722.06,807,6767.0,20.0821,3.4852312,26.029396,Fresh
302.0,1834.12,559.188000000082,3.975,3.716,3787.375,4753.0,8763.38,806,6767.9999923706,20.080406,3.4842794,26.246952,Fresh
303.0,199941.6,192008.47800016776,4.265,3.299,67380.00400000066,79145.63,79145.63,805,6769.0,20.083797,3.4841292,26.025581,Fresh
304.0,1889.38,584.0,3.965,3.491,4493.951999999583,5552.35,9901.73,804,6770.00000762939,20.017615,3.4839289,26.17061,Fresh
305.0,1895.68,596.0,3.97,3.498,4047.5520000001416,4976.35,8852.77,803,6771.0,20.066828,3.4839289,26.052284,Fresh
306.0,1897.41,599.2000000001863,3.971,3.495,4069.119999999181,5012.32,8853.06,802,6772.0,20.085496,3.4841292,26.04847,Fresh
307.0,1896.22,598.4000000003725,3.972,3.495,4070.350999999792,5012.35,8861.57,801,6773.0,20.024404,3.4834781,26.120996,Fresh
308.0,1894.08,600.0,3.973,3.495,4069.120000000112,5012.32,8844.48,800,6774.0,20.053252,3.4834781,26.17061,Fresh
309.0,1891.14,598.0,3.974,3.495,4061.9210000000894,4976.32,8855.39,799,6775.0,20.060041,3.4831274,26.216412,Fresh
310.0,1888.64,597.5999999996275,3.975,3.495,4047.5509999999776,4976.35,8888.48,798,6776.00000762939,20.053252,3.4830272,26.14007,Fresh
311.0,1884.58,593.5999999996275,3.975,3.496,4040.319999999367,4976.32,8854.98,797,6776.9999923706,20.061738,3.4830773,26.250767,Fresh
312.0,1881.5,590.0,3.976,3.496,4025.982999999076,4940.38,8846.66,796,6778.0,20.10077,3.482326,26.117182,Fresh
313.0,1888.73,597.5999999996275,3.981,3.496,4016.225999999792,4940.23,8807.36,795,6779.0,20.051555,3.482326,26.174425,Fresh
314.0,1875.61,588.0,3.976,3.493,4033.150999999605,4976.35,8839.42,794,6780.0,20.056646,3.482276,26.056099,Fresh
315.0,1872.38,584.0,3.976,3.497,3997.150999999605,4940.35,8793.66,793,6781.0,20.068525,3.4818752,26.189709,Fresh
316.0,1868.05,580.0,3.975,3.497,3982.7210000008345,4904.32,8784.81,792,6782.0,20.022707,3.4818752,26.075195,Fresh
317.0,1865.47,582.0,3.975,3.498,3968.39100000076,4904.39,8784.7,791,6783.0,20.07701,3.4816246,26.07901,Fresh
318.0,1863.14,579.2000000001863,3.974,3.499,3961.158999999054,4904.36,8754.44,790,6784.0,20.046465,3.4816747,26.155352,Fresh
319.0,1860.09,577.5999999996275,3.974,3.499,3953.974999999628,4868.38,8717.14,789,6785.00000762939,20.053252,3.4812741,26.017927,Fresh
320.0,1857.8,574.0,3.974,3.499,3944.327999998816,4868.33,8712.0,788,6785.9999923706,20.017615,3.4811738,26.109552,Fresh
321.0,1854.72,576.0,3.973,3.5,3932.3600000003353,4868.36,8701.7,787,6787.0,20.078707,3.4809735,26.216412,Fresh
322.0,1852.19,574.0,3.973,3.5,3926.375,4868.38,8701.56,786,6788.0,20.043072,3.4808733,26.155352,Fresh
323.0,1849.77,570.4000000003725,3.973,3.5,3920.2340000001714,4868.23,8723.11,785,6789.0,20.048162,3.4800718,26.151537,Fresh
324.0,1847.36,571.0,3.973,3.5,3910.7440000018105,4832.34,8700.19,784,6790.0,20.092283,3.4799716,26.292753,Fresh
325.0,1841.34,565.5999999996275,3.972,3.501,3903.5439999997616,4832.34,8669.86,783,6791.0,20.092283,3.4799216,26.04847,Fresh
326.0,1836.19,561.0,3.971,3.504,3884.375,4832.38,8669.11,782,6791.9999923706,20.000646,3.4799716,26.227879,Fresh
327.0,1832.78,561.5939999995753,3.979,3.714,3794.3439999995753,4760.01,8807.09,781,6793.0,20.090586,3.4798214,26.120996,Fresh
328.0,1840.47,564.0,3.968,3.796,3781.205999999307,4760.41,8744.22,780,6794.00000762939,20.080406,3.4791703,26.143908,Fresh
329.0,1841.22,566.0,3.971,3.506,3890.25,4832.25,8687.41,779,6795.0,20.078707,3.4791703,26.132441,Fresh
330.0,1837.97,562.0,3.971,3.504,3890.375,4832.38,8644.72,778,6796.0,20.07192,3.4789698,26.04084,Fresh
331.0,1834.84,563.0,3.97,3.503,3881.974999999628,4796.38,8684.16,777,6797.0,20.012525,3.4788697,26.082825,Fresh
332.0,1830.72,560.0,3.969,3.505,3872.186999999918,4796.19,8628.84,776,6798.0,20.043072,3.4788196,26.113367,Fresh
333.0,1829.53,560.0,3.969,3.505,3860.344000000506,4796.34,8678.84,775,6799.0,20.061738,3.4782686,26.14007,Fresh
334.0,1826.91,558.0,3.969,3.505,3854.311999999918,4796.31,8665.5,774,6800.00000762939,20.10077,3.4780684,26.353836,Fresh
335.0,1824.12,556.0,3.969,3.505,3845.912999999709,4760.31,8650.66,773,6800.9999923706,20.037979,3.4781184,26.128626,Fresh
336.0,1822.75,556.0,3.969,3.505,3836.311999999918,4760.31,8641.75,772,6802.0,20.10077,3.4777677,26.288939,Fresh
337.0,1821.16,558.0,3.969,3.505,3830.4060000004247,4760.41,8680.38,771,6803.0,20.066828,3.4774673,26.136255,Fresh
338.0,1818.56,554.0,3.968,3.505,3824.375,4760.38,8630.81,770,6804.0,20.10077,3.4778178,26.258396,Fresh
339.0,1816.31,555.0,3.968,3.505,3817.26900000032,4724.47,8629.72,769,6805.0,20.043072,3.4770665,26.07901,Fresh
340.0,1813.94,554.0,3.968,3.506,3806.3439999995753,4724.34,8644.81,768,6806.0,20.068525,3.476866,26.059914,Fresh
341.0,1812.19,551.4000000003725,3.968,3.506,3800.3439999995753,4724.34,8630.97,767,6807.0,20.056646,3.4769163,25.998854,Fresh
342.0,1809.34,550.0,3.967,3.506,3794.375,4724.38,8663.66,766,6808.0,20.073617,3.4769163,26.166796,Fresh
343.0,1807.34,550.0,3.967,3.508,3781.143000000157,4688.34,8656.16,765,6809.00000762939,20.141496,3.4761147,26.193523,Fresh
344.0,1805.59,546.0,3.966,3.507,3773.9119999995455,4688.31,8635.94,764,6810.0,20.063434,3.4761648,26.346207,Fresh
345.0,1804.56,548.0,3.967,3.507,3770.313000000082,4688.31,8673.94,763,6811.0,20.090586,3.4761147,26.17824,Fresh
346.0,1803.38,548.0,3.967,3.507,3764.313000000082,4688.31,8645.09,762,6812.0,20.031191,3.4755638,26.212597,Fresh
347.0,1801.94,546.0,3.966,3.509,3759.512000000104,4688.31,8644.84,761,6813.0,20.078707,3.4756639,26.094269,Fresh
348.0,1800.41,546.0,3.966,3.507,3752.311999999918,4688.31,8649.47,760,6814.0,20.036283,3.4753635,26.300383,Fresh
349.0,1795.88,544.0,3.964,3.507,3752.25,4688.25,8671.69,759,6815.0,20.10077,3.475163,25.964499,Fresh
350.0,1781.19,534.0,3.962,3.509,3734.375,4652.38,8640.06,758,6815.9999923706,20.070223,3.4752631,26.254581,Fresh
351.0,1780.62,535.188000000082,3.969,3.72,3598.311999999918,4564.0,8815.31,757,6817.0,20.070223,3.4749126,25.937771,Fresh
352.0,1799.52,544.0,3.957,3.805,3565.1519999988377,4544.35,8790.82,756,6818.0,20.092283,3.4747121,26.071381,Fresh
353.0,1804.38,548.0,3.961,3.509,3758.3530000010505,4688.35,8674.62,755,6819.0,20.073617,3.4745119,26.052284,Fresh
354.0,1802.75,552.0,3.962,3.507,3770.319000000134,4688.32,8630.02,754,6820.0,20.026102,3.4743116,26.204967,Fresh
355.0,1801.57,552.7999999998137,3.962,3.507,3766.6250000009313,4688.23,8686.08,753,6821.0,20.097373,3.4742112,26.346207,Fresh
356.0,17.57,42.8571428572759,3.078,3.482,105.0802500154823,8.0,8.32,752,6822.0,20.114342,3.4736102,26.128626,Fresh
357.0,1799.39,554.0,3.964,3.505,3836.320000000298,4760.32,8791.49,751,6823.0,20.034586,3.4739609,26.182055,Fresh
358.0,1797.15,548.0,3.964,3.508,3752.3829999994487,4652.38,8710.53,750,6824.00000762939,20.036283,3.4732096,26.105738,Fresh
359.0,1794.27,546.0,3.965,3.509,3740.253999999724,4652.25,8695.9,749,6824.9999923706,20.012525,3.4732096,26.162981,Fresh
360.0,1791.39,545.0,3.965,3.509,3730.7199999997392,4652.32,8686.37,748,6826.0,19.985375,3.4727087,26.14007,Fresh
361.0,1788.32,541.0,3.965,3.509,3716.2269999999553,4652.23,8713.89,747,6827.0,20.056646,3.4728088,26.189709,Fresh
362.0,1785.05,540.0,3.965,3.51,3709.150999999605,4616.35,8694.43,746,6828.0,20.10077,3.4727087,26.075195,Fresh
363.0,1781.92,539.0,3.965,3.511,3694.752000001259,4616.35,8669.44,745,6829.0,20.061738,3.4723079,26.128626,Fresh
364.0,1779.84,536.0,3.965,3.512,3686.288999999873,4616.29,8653.22,744,6830.0,20.09398,3.4727588,26.143908,Fresh
382.0,1741.31,517.0,3.957,3.522,3572.4060000004247,4472.41,8515.67,726,6830.9999923706,20.09398,3.4719572,26.162981,Fresh
383.0,1739.48,516.0,3.957,3.522,3566.327999998816,4472.33,8523.59,725,6832.0,20.083797,3.4720073,26.128626,Fresh
384.0,1738.36,516.0,3.957,3.521,3560.313000000082,4472.31,8503.45,724,6833.00000762939,20.07701,3.4717069,26.021742,Fresh
385.0,1736.91,515.0,3.957,3.521,3558.037999998778,4472.44,8544.16,723,6834.0,20.026102,3.471256,26.227879,Fresh
386.0,1735.0,515.0,3.957,3.521,3548.2970000002533,4472.3,8516.0,722,6835.0,20.041375,3.4710557,26.361465,Fresh
387.0,1732.92,512.0,3.957,3.522,3542.369833333418,4472.38,8503.67,721,6836.0,20.063434,3.4710557,26.296568,Fresh
388.0,1730.34,512.0,3.956,3.522,3536.313000000082,4436.31,8506.08,720,6837.0,20.060041,3.4707551,26.235508,Fresh
389.0,1728.88,513.0,3.956,3.522,3524.3289999999106,4436.33,8559.02,719,6838.0,20.078707,3.470655,26.132441,Fresh
390.0,1726.78,510.0,3.956,3.522,3518.2810000004247,4436.28,8547.45,718,6839.00000762939,20.110951,3.4700539,26.334738,Fresh
391.0,1724.97,509.0,3.956,3.523,3512.2649999996647,4436.26,8529.8,717,6839.9999923706,20.09907,3.4702542,26.27368,Fresh
392.0,1724.33,509.0,3.956,3.523,3506.360000000336,4436.36,8529.0,716,6841.0,20.073617,3.4700038,26.143908,Fresh
393.0,1722.31,508.0,3.956,3.523,3506.360000000336,4400.36,8508.91,715,6842.0,20.060041,3.4698033,26.17824,Fresh
394.0,1721.0,508.0,3.956,3.523,3500.3909999998286,4400.38,8529.0,714,6843.0,20.068525,3.4688516,26.17824,Fresh
395.0,1719.78,508.0,3.955,3.525,3493.143999999389,4400.34,8535.09,713,6844.0,20.105859,3.4691522,26.166796,Fresh
396.0,1717.72,507.0,3.955,3.524,3488.313000000082,4400.31,8535.09,712,6845.0,20.058344,3.4691522,26.151537,Fresh
397.0,1715.09,505.7142857145518,3.955,3.525,3478.806000000797,4400.41,8541.91,711,6846.0,20.058344,3.4686513,26.216412,Fresh
398.0,1702.66,502.7970000002533,3.956,3.729,3353.343999999576,4319.03,8781.44,710,6847.0,20.060041,3.4686513,26.258396,Fresh
399.0,198273.31,126577.48999998251,4.26,3.305,65219.99799999967,76928.77,76928.77,709,6848.00000762939,20.078707,3.468451,26.124811,Fresh
400.0,1745.86,510.0,3.943,3.507,4169.952000000514,5228.35,10207.33,708,6849.0,20.037979,3.4683509,26.204967,Fresh
401.0,1754.11,518.1428571427241,3.949,3.534,3578.3520000008866,4472.35,8732.03,707,6850.0,20.048162,3.4677999,26.201153,Fresh
402.0,1755.01,522.0,3.95,3.532,3608.225000000559,4508.23,8689.92,706,6851.0,20.029496,3.46785,26.182055,Fresh
403.0,1754.11,521.0,3.952,3.531,3608.352000000887,4508.35,8716.57,705,6852.0,20.060041,3.4672487,26.193523,Fresh
404.0,1751.49,522.0,3.953,3.531,3602.320000000298,4508.32,8732.76,704,6853.0,20.058344,3.4676495,26.193523,Fresh
405.0,1747.45,517.0,3.954,3.531,3593.825999999419,4508.23,8684.23,703,6854.0,20.10077,3.4670985,26.216412,Fresh
406.0,1744.06,517.1428571427241,3.955,3.531,3578.3509999997914,4472.35,8720.03,702,6854.9999923706,19.983678,3.4672487,26.26605,Fresh
407.0,1741.02,515.1428571427241,3.955,3.531,3566.3509999997914,4472.35,8684.16,701,6856.0,20.048162,3.4667981,26.231693,Fresh
408.0,1736.99,510.0,3.955,3.532,3557.9519999995828,4472.35,8719.59,700,6857.0,20.039678,3.4667981,26.327108,Fresh
409.0,1733.15,509.0,3.955,3.532,3542.2579999994487,4436.26,8680.06,699,6858.0,20.085496,3.4663973,26.067566,Fresh
410.0,1730.05,508.0,3.954,3.531,3524.321000000462,4436.32,8656.45,698,6859.0,20.124525,3.4660966,26.338552,Fresh
411.0,1725.8,507.0,3.954,3.532,3514.751000000164,4436.35,8626.49,697,6860.0,20.037979,3.4658463,26.17824,Fresh
412.0,1722.88,506.0,3.953,3.532,3500.321000000462,4400.32,8615.35,696,6861.0,20.046465,3.4659965,26.204967,Fresh
413.0,1719.66,504.0,3.953,3.534,3488.343999999576,4400.34,8600.86,695,6862.0,20.07701,3.4653955,26.14007,Fresh
414.0,1715.88,502.0,3.953,3.533,3478.728000000119,4400.33,8584.24,694,6863.00000762939,20.056646,3.4655457,25.983572,Fresh
415.0,1712.39,500.0,3.952,3.533,3464.235000000336,4364.24,8601.67,693,6863.9999923706,20.056646,3.4651952,26.132441,Fresh
416.0,1708.92,499.0,3.952,3.533,3457.018999999389,4364.22,8562.69,692,6865.0,20.031191,3.4648445,26.212597,Fresh
417.0,1704.03,496.0,3.951,3.534,3442.742999999784,4364.34,8572.73,691,6866.0,20.049857,3.4646442,26.292753,Fresh
418.0,1702.84,495.0,3.951,3.535,3428.313000000082,4328.31,8549.66,690,6867.0,20.080406,3.4644938,26.120996,Fresh
419.0,1699.3,494.0,3.95,3.535,3422.218999999576,4328.22,8534.69,689,6868.0,20.054951,3.4642434,25.991224,Fresh
420.0,1696.74,493.0,3.95,3.536,3413.989999999292,4328.39,8543.48,688,6869.0,20.039678,3.4642935,26.235508,Fresh
421.0,1692.0,492.0,3.95,3.535,3404.35899999924,4328.36,8503.56,687,6869.9999923706,20.058344,3.4639428,26.235508,Fresh
422.0,1686.52,490.0,3.949,3.536,3392.2179999994114,4292.22,8528.7,686,6871.0,20.005736,3.4637425,26.334738,Fresh
423.0,1679.59,490.8125,3.953,3.735,3248.359000000172,4207.02,8787.92,685,6872.00000762939,20.02101,3.4636424,26.292753,Fresh
424.0,1690.28,490.2857142854482,3.946,3.827,3241.1440000003204,4184.34,8635.34,684,6873.0,20.022707,3.4631414,26.243137,Fresh
425.0,1690.38,491.5714285718277,3.948,3.538,3392.344000000506,4292.34,8516.16,683,6874.0,20.048162,3.4629409,26.204967,Fresh
426.0,816.0,487.0,3.948,3.537,3392.3430000003427,4292.34,8509.84,682,6875.0,20.036283,3.4626906,26.033211,Fresh
427.0,1690.05,491.0,3.942,3.992,716.3839999996126,1592.38,5863.71,681,6876.0,20.027799,3.4625404,26.277494,Fresh
428.0,1693.05,492.0,3.947,3.536,3380.351999999024,4292.35,8504.35,680,6877.0,20.105859,3.4623399,26.26605,Fresh
429.0,1690.27,492.0,3.947,3.535,3392.3199999993667,4292.32,8493.89,679,6878.00000762939,20.068525,3.4621897,26.166796,Fresh
430.0,1687.1,490.7142857145518,3.947,3.535,3386.320000000298,4292.32,8471.11,678,6878.9999923706,20.090586,3.4620395,26.174425,Fresh
431.0,1684.48,488.0,3.947,3.535,3377.9210000000894,4292.32,8495.39,677,6880.0,20.048162,3.4616387,26.075195,Fresh
432.0,1681.57,487.0,3.946,3.536,3368.382000000216,4292.38,8507.68,676,6881.0,20.060041,3.4613883,26.315664,Fresh
433.0,1678.66,488.1428571427241,3.946,3.536,3356.3509999997914,4256.35,8468.26,675,6882.0,20.056646,3.4615386,26.281309,Fresh
434.0,1675.59,486.8571428572759,3.946,3.536,3350.320000000298,4256.32,8457.44,674,6883.0,20.048162,3.4614885,26.288939,Fresh
435.0,1672.64,485.0079999994487,3.945,3.536,3341.912000000477,4256.31,8457.66,673,6884.0,20.037979,3.4606369,26.308035,Fresh
436.0,1669.95,482.5714285718277,3.945,3.537,3332.2179999994114,4256.22,8432.22,672,6885.0,20.068525,3.4609876,26.109552,Fresh
437.0,1668.0,485.5714285718277,3.946,3.537,3326.3520000008866,4220.35,8462.3,671,6886.0,20.056646,3.460186,26.189709,Fresh
438.0,1666.59,484.0,3.946,3.538,3326.3899999996647,4220.39,8469.16,670,6887.00000762939,20.063434,3.4603364,26.262211,Fresh
439.0,1664.35,481.29546428564936,3.946,3.538,3314.357166667469,4220.38,8456.25,669,6887.9999923706,20.119436,3.459635,26.216412,Fresh
440.0,1661.7,483.0,3.945,3.538,3308.3279999997467,4220.33,8428.86,668,6889.0,20.095678,3.4599857,26.101898,Fresh
441.0,1659.42,480.0,3.945,3.538,3302.3130000010133,4220.31,8483.08,667,6890.0,20.058344,3.459635,26.269865,Fresh
442.0,1657.08,478.7142857145518,3.945,3.539,3291.5439999997616,4184.34,8490.84,666,6891.0,20.070223,3.4592845,26.17824,Fresh
443.0,1655.45,479.0,3.945,3.54,3284.375,4184.38,8443.33,665,6892.0,20.051555,3.4587336,26.288939,Fresh
